x,y,f(x,y)
0.0,0.0,2.0
0.0,0.1,1.81
0.0,0.2,1.64
0.0,0.3,1.49
0.0,0.4,1.36
0.0,0.5,1.25
0.0,0.6,1.16
0.0,0.7,1.09
0.0,0.8,1.04
0.0,0.9,1.01
0.0,1.0,1.0
0.0,1.1,1.01
0.0,1.2,1.04
0.0,1.3,1.09
0.0,1.4,1.16
0.0,1.5,1.25
0.0,1.6,1.36
0.0,1.7,1.49
0.0,1.8,1.64
0.0,1.9,1.81
0.1,0.0,1.81
0.1,0.1,1.62
0.1,0.2,1.45
0.1,0.3,1.3
0.1,0.4,1.17
0.1,0.5,1.06
0.1,0.6,0.97
0.1,0.7,0.9
0.1,0.8,0.85
0.1,0.9,0.82
0.1,1.0,0.81
0.1,1.1,0.82
0.1,1.2,0.85
0.1,1.3,0.9
0.1,1.4,0.97
0.1,1.5,1.06
0.1,1.6,1.17
0.1,1.7,1.3
0.1,1.8,1.45
0.1,1.9,1.62
0.2,0.0,1.64
0.2,0.1,1.45
0.2,0.2,1.28
0.2,0.3,1.13
0.2,0.4,1.0
0.2,0.5,0.89
0.2,0.6,0.8
0.2,0.7,0.73
0.2,0.8,0.68
0.2,0.9,0.65
0.2,1.0,0.64
0.2,1.1,0.65
0.2,1.2,0.68
0.2,1.3,0.73
0.2,1.4,0.8
0.2,1.5,0.89
0.2,1.6,1.0
0.2,1.7,1.13
0.2,1.8,1.28
0.2,1.9,1.45
0.3,0.0,1.49
0.3,0.1,1.3
0.3,0.2,1.13
0.3,0.3,0.98
0.3,0.4,0.85
0.3,0.5,0.74
0.3,0.6,0.65
0.3,0.7,0.58
0.3,0.8,0.53
0.3,0.9,0.5
0.3,1.0,0.49
0.3,1.1,0.5
0.3,1.2,0.53
0.3,1.3,0.58
0.3,1.4,0.65
0.3,1.5,0.74
0.3,1.6,0.85
0.3,1.7,0.98
0.3,1.8,1.13
0.3,1.9,1.3
0.4,0.0,1.36
0.4,0.1,1.17
0.4,0.2,1.0
0.4,0.3,0.85
0.4,0.4,0.72
0.4,0.5,0.61
0.4,0.6,0.52
0.4,0.7,0.45
0.4,0.8,0.4
0.4,0.9,0.37
0.4,1.0,0.36
0.4,1.1,0.37
0.4,1.2,0.4
0.4,1.3,0.45
0.4,1.4,0.52
0.4,1.5,0.61
0.4,1.6,0.72
0.4,1.7,0.85
0.4,1.8,1.0
0.4,1.9,1.17
0.5,0.0,1.25
0.5,0.1,1.06
0.5,0.2,0.89
0.5,0.3,0.74
0.5,0.4,0.61
0.5,0.5,0.5
0.5,0.6,0.41
0.5,0.7,0.34
0.5,0.8,0.29
0.5,0.9,0.26
0.5,1.0,0.25
0.5,1.1,0.26
0.5,1.2,0.29
0.5,1.3,0.34
0.5,1.4,0.41
0.5,1.5,0.5
0.5,1.6,0.61
0.5,1.7,0.74
0.5,1.8,0.89
0.5,1.9,1.06
0.6,0.0,1.16
0.6,0.1,0.97
0.6,0.2,0.8
0.6,0.3,0.65
0.6,0.4,0.52
0.6,0.5,0.41
0.6,0.6,0.32
0.6,0.7,0.25
0.6,0.8,0.2
0.6,0.9,0.17
0.6,1.0,0.16
0.6,1.1,0.17
0.6,1.2,0.2
0.6,1.3,0.25
0.6,1.4,0.32
0.6,1.5,0.41
0.6,1.6,0.52
0.6,1.7,0.65
0.6,1.8,0.8
0.6,1.9,0.97
0.7,0.0,1.09
0.7,0.1,0.9
0.7,0.2,0.73
0.7,0.3,0.58
0.7,0.4,0.45
0.7,0.5,0.34
0.7,0.6,0.25
0.7,0.7,0.18
0.7,0.8,0.13
0.7,0.9,0.1
0.7,1.0,0.09
0.7,1.1,0.1
0.7,1.2,0.13
0.7,1.3,0.18
0.7,1.4,0.25
0.7,1.5,0.34
0.7,1.6,0.45
0.7,1.7,0.58
0.7,1.8,0.73
0.7,1.9,0.9
0.8,0.0,1.04
0.8,0.1,0.85
0.8,0.2,0.68
0.8,0.3,0.53
0.8,0.4,0.4
0.8,0.5,0.29
0.8,0.6,0.2
0.8,0.7,0.13
0.8,0.8,0.08
0.8,0.9,0.05
0.8,1.0,0.04
0.8,1.1,0.05
0.8,1.2,0.08
0.8,1.3,0.13
0.8,1.4,0.2
0.8,1.5,0.29
0.8,1.6,0.4
0.8,1.7,0.53
0.8,1.8,0.68
0.8,1.9,0.85
0.9,0.0,1.01
0.9,0.1,0.82
0.9,0.2,0.65
0.9,0.3,0.5
0.9,0.4,0.37
0.9,0.5,0.26
0.9,0.6,0.17
0.9,0.7,0.1
0.9,0.8,0.05
0.9,0.9,0.02
0.9,1.0,0.01
0.9,1.1,0.02
0.9,1.2,0.05
0.9,1.3,0.1
0.9,1.4,0.17
0.9,1.5,0.26
0.9,1.6,0.37
0.9,1.7,0.5
0.9,1.8,0.65
0.9,1.9,0.82
1.0,0.0,1.0
1.0,0.1,0.81
1.0,0.2,0.64
1.0,0.3,0.49
1.0,0.4,0.36
1.0,0.5,0.25
1.0,0.6,0.16
1.0,0.7,0.09
1.0,0.8,0.04
1.0,0.9,0.01
1.0,1.0,2.46519032882e-32
1.0,1.1,0.01
1.0,1.2,0.04
1.0,1.3,0.09
1.0,1.4,0.16
1.0,1.5,0.25
1.0,1.6,0.36
1.0,1.7,0.49
1.0,1.8,0.64
1.0,1.9,0.81
1.1,0.0,1.01
1.1,0.1,0.82
1.1,0.2,0.65
1.1,0.3,0.5
1.1,0.4,0.37
1.1,0.5,0.26
1.1,0.6,0.17
1.1,0.7,0.1
1.1,0.8,0.05
1.1,0.9,0.02
1.1,1.0,0.01
1.1,1.1,0.02
1.1,1.2,0.05
1.1,1.3,0.1
1.1,1.4,0.17
1.1,1.5,0.26
1.1,1.6,0.37
1.1,1.7,0.5
1.1,1.8,0.65
1.1,1.9,0.82
1.2,0.0,1.04
1.2,0.1,0.85
1.2,0.2,0.68
1.2,0.3,0.53
1.2,0.4,0.4
1.2,0.5,0.29
1.2,0.6,0.2
1.2,0.7,0.13
1.2,0.8,0.08
1.2,0.9,0.05
1.2,1.0,0.04
1.2,1.1,0.05
1.2,1.2,0.08
1.2,1.3,0.13
1.2,1.4,0.2
1.2,1.5,0.29
1.2,1.6,0.4
1.2,1.7,0.53
1.2,1.8,0.68
1.2,1.9,0.85
1.3,0.0,1.09
1.3,0.1,0.9
1.3,0.2,0.73
1.3,0.3,0.58
1.3,0.4,0.45
1.3,0.5,0.34
1.3,0.6,0.25
1.3,0.7,0.18
1.3,0.8,0.13
1.3,0.9,0.1
1.3,1.0,0.09
1.3,1.1,0.1
1.3,1.2,0.13
1.3,1.3,0.18
1.3,1.4,0.25
1.3,1.5,0.34
1.3,1.6,0.45
1.3,1.7,0.58
1.3,1.8,0.73
1.3,1.9,0.9
1.4,0.0,1.16
1.4,0.1,0.97
1.4,0.2,0.8
1.4,0.3,0.65
1.4,0.4,0.52
1.4,0.5,0.41
1.4,0.6,0.32
1.4,0.7,0.25
1.4,0.8,0.2
1.4,0.9,0.17
1.4,1.0,0.16
1.4,1.1,0.17
1.4,1.2,0.2
1.4,1.3,0.25
1.4,1.4,0.32
1.4,1.5,0.41
1.4,1.6,0.52
1.4,1.7,0.65
1.4,1.8,0.8
1.4,1.9,0.97
1.5,0.0,1.25
1.5,0.1,1.06
1.5,0.2,0.89
1.5,0.3,0.74
1.5,0.4,0.61
1.5,0.5,0.5
1.5,0.6,0.41
1.5,0.7,0.34
1.5,0.8,0.29
1.5,0.9,0.26
1.5,1.0,0.25
1.5,1.1,0.26
1.5,1.2,0.29
1.5,1.3,0.34
1.5,1.4,0.41
1.5,1.5,0.5
1.5,1.6,0.61
1.5,1.7,0.74
1.5,1.8,0.89
1.5,1.9,1.06
1.6,0.0,1.36
1.6,0.1,1.17
1.6,0.2,1.0
1.6,0.3,0.85
1.6,0.4,0.72
1.6,0.5,0.61
1.6,0.6,0.52
1.6,0.7,0.45
1.6,0.8,0.4
1.6,0.9,0.37
1.6,1.0,0.36
1.6,1.1,0.37
1.6,1.2,0.4
1.6,1.3,0.45
1.6,1.4,0.52
1.6,1.5,0.61
1.6,1.6,0.72
1.6,1.7,0.85
1.6,1.8,1.0
1.6,1.9,1.17
1.7,0.0,1.49
1.7,0.1,1.3
1.7,0.2,1.13
1.7,0.3,0.98
1.7,0.4,0.85
1.7,0.5,0.74
1.7,0.6,0.65
1.7,0.7,0.58
1.7,0.8,0.53
1.7,0.9,0.5
1.7,1.0,0.49
1.7,1.1,0.5
1.7,1.2,0.53
1.7,1.3,0.58
1.7,1.4,0.65
1.7,1.5,0.74
1.7,1.6,0.85
1.7,1.7,0.98
1.7,1.8,1.13
1.7,1.9,1.3
1.8,0.0,1.64
1.8,0.1,1.45
1.8,0.2,1.28
1.8,0.3,1.13
1.8,0.4,1.0
1.8,0.5,0.89
1.8,0.6,0.8
1.8,0.7,0.73
1.8,0.8,0.68
1.8,0.9,0.65
1.8,1.0,0.64
1.8,1.1,0.65
1.8,1.2,0.68
1.8,1.3,0.73
1.8,1.4,0.8
1.8,1.5,0.89
1.8,1.6,1.0
1.8,1.7,1.13
1.8,1.8,1.28
1.8,1.9,1.45
1.9,0.0,1.81
1.9,0.1,1.62
1.9,0.2,1.45
1.9,0.3,1.3
1.9,0.4,1.17
1.9,0.5,1.06
1.9,0.6,0.97
1.9,0.7,0.9
1.9,0.8,0.85
1.9,0.9,0.82
1.9,1.0,0.81
1.9,1.1,0.82
1.9,1.2,0.85
1.9,1.3,0.9
1.9,1.4,0.97
1.9,1.5,1.06
1.9,1.6,1.17
1.9,1.7,1.3
1.9,1.8,1.45
1.9,1.9,1.62
