x,y,f(x,y)
0.0,0.0,0.0
0.0,0.1,0.01
0.0,0.2,0.04
0.0,0.3,0.09
0.0,0.4,0.16
0.0,0.5,0.25
0.0,0.6,0.36
0.0,0.7,0.49
0.0,0.8,0.64
0.0,0.9,0.81
0.0,1.0,1.0
0.0,1.1,1.21
0.0,1.2,1.44
0.0,1.3,1.69
0.0,1.4,1.96
0.0,1.5,2.25
0.0,1.6,2.56
0.0,1.7,2.89
0.0,1.8,3.24
0.0,1.9,3.61
0.1,0.0,0.01
0.1,0.1,0.02
0.1,0.2,0.05
0.1,0.3,0.1
0.1,0.4,0.17
0.1,0.5,0.26
0.1,0.6,0.37
0.1,0.7,0.5
0.1,0.8,0.65
0.1,0.9,0.82
0.1,1.0,1.01
0.1,1.1,1.22
0.1,1.2,1.45
0.1,1.3,1.7
0.1,1.4,1.97
0.1,1.5,2.26
0.1,1.6,2.57
0.1,1.7,2.9
0.1,1.8,3.25
0.1,1.9,3.62
0.2,0.0,0.04
0.2,0.1,0.05
0.2,0.2,0.08
0.2,0.3,0.13
0.2,0.4,0.2
0.2,0.5,0.29
0.2,0.6,0.4
0.2,0.7,0.53
0.2,0.8,0.68
0.2,0.9,0.85
0.2,1.0,1.04
0.2,1.1,1.25
0.2,1.2,1.48
0.2,1.3,1.73
0.2,1.4,2.0
0.2,1.5,2.29
0.2,1.6,2.6
0.2,1.7,2.93
0.2,1.8,3.28
0.2,1.9,3.65
0.3,0.0,0.09
0.3,0.1,0.1
0.3,0.2,0.13
0.3,0.3,0.18
0.3,0.4,0.25
0.3,0.5,0.34
0.3,0.6,0.45
0.3,0.7,0.58
0.3,0.8,0.73
0.3,0.9,0.9
0.3,1.0,1.09
0.3,1.1,1.3
0.3,1.2,1.53
0.3,1.3,1.78
0.3,1.4,2.05
0.3,1.5,2.34
0.3,1.6,2.65
0.3,1.7,2.98
0.3,1.8,3.33
0.3,1.9,3.7
0.4,0.0,0.16
0.4,0.1,0.17
0.4,0.2,0.2
0.4,0.3,0.25
0.4,0.4,0.32
0.4,0.5,0.41
0.4,0.6,0.52
0.4,0.7,0.65
0.4,0.8,0.8
0.4,0.9,0.97
0.4,1.0,1.16
0.4,1.1,1.37
0.4,1.2,1.6
0.4,1.3,1.85
0.4,1.4,2.12
0.4,1.5,2.41
0.4,1.6,2.72
0.4,1.7,3.05
0.4,1.8,3.4
0.4,1.9,3.77
0.5,0.0,0.25
0.5,0.1,0.26
0.5,0.2,0.29
0.5,0.3,0.34
0.5,0.4,0.41
0.5,0.5,0.5
0.5,0.6,0.61
0.5,0.7,0.74
0.5,0.8,0.89
0.5,0.9,1.06
0.5,1.0,1.25
0.5,1.1,1.46
0.5,1.2,1.69
0.5,1.3,1.94
0.5,1.4,2.21
0.5,1.5,2.5
0.5,1.6,2.81
0.5,1.7,3.14
0.5,1.8,3.49
0.5,1.9,3.86
0.6,0.0,0.36
0.6,0.1,0.37
0.6,0.2,0.4
0.6,0.3,0.45
0.6,0.4,0.52
0.6,0.5,0.61
0.6,0.6,0.72
0.6,0.7,0.85
0.6,0.8,1.0
0.6,0.9,1.17
0.6,1.0,1.36
0.6,1.1,1.57
0.6,1.2,1.8
0.6,1.3,2.05
0.6,1.4,2.32
0.6,1.5,2.61
0.6,1.6,2.92
0.6,1.7,3.25
0.6,1.8,3.6
0.6,1.9,3.97
0.7,0.0,0.49
0.7,0.1,0.5
0.7,0.2,0.53
0.7,0.3,0.58
0.7,0.4,0.65
0.7,0.5,0.74
0.7,0.6,0.85
0.7,0.7,0.98
0.7,0.8,1.13
0.7,0.9,1.3
0.7,1.0,1.49
0.7,1.1,1.7
0.7,1.2,1.93
0.7,1.3,2.18
0.7,1.4,2.45
0.7,1.5,2.74
0.7,1.6,3.05
0.7,1.7,3.38
0.7,1.8,3.73
0.7,1.9,4.1
0.8,0.0,0.64
0.8,0.1,0.65
0.8,0.2,0.68
0.8,0.3,0.73
0.8,0.4,0.8
0.8,0.5,0.89
0.8,0.6,1.0
0.8,0.7,1.13
0.8,0.8,1.28
0.8,0.9,1.45
0.8,1.0,1.64
0.8,1.1,1.85
0.8,1.2,2.08
0.8,1.3,2.33
0.8,1.4,2.6
0.8,1.5,2.89
0.8,1.6,3.2
0.8,1.7,3.53
0.8,1.8,3.88
0.8,1.9,4.25
0.9,0.0,0.81
0.9,0.1,0.82
0.9,0.2,0.85
0.9,0.3,0.9
0.9,0.4,0.97
0.9,0.5,1.06
0.9,0.6,1.17
